id,first_name,last_name,gender,current_year,current_college,shs_strand,first_choice,second_choice,third_choice,current_course,Decision_Making1,Decision_Making2,Decision_Making3,Decision_Making4,Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment4,Personal_Assessment5,Course_Environment1,Course_Environment2,Course_Environment3,Course_Environment4,Course_Environment5,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction4,Course_Satisfaction5,Academic_Experience1,Academic_Experience2,Academic_Experience3,Academic_Experience4,Academic_Experience5,result,Different_Course
1032,,,,,,,,,,,4,3,4,4,1,4,4,4,2,4,1,3,4,1,2,4,4,3,2,3,4,4,4,3,4,0,0
1033,,,,,,,,,,,2,3,4,4,1,3,4,3,2,4,2,3,2,1,2,3,4,3,1,1,3,3,3,4,3,0,0
1034,,,,,,,,,,,2,3,4,4,2,3,3,3,2,2,1,1,4,4,2,3,2,3,2,3,2,3,3,4,3,0,1
1035,,,,,,,,,,,3,4,4,3,1,3,2,1,2,1,4,4,2,1,3,2,1,1,3,4,2,1,1,4,1,0,1
1036,,,,,,,,,,,4,3,4,4,2,1,1,1,2,2,3,3,4,4,2,1,2,1,4,4,1,1,1,4,4,0,1
1037,,,,,,,,,,,3,4,4,4,2,1,2,3,2,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,4,0,1
1038,,,,,,,,,,,3,4,4,4,2,2,2,2,2,3,4,3,3,2,2,3,3,3,2,4,3,2,3,4,3,0,0
1039,,,,,,,,,,,3,1,3,4,2,3,3,2,2,2,3,3,2,3,2,2,2,2,4,4,2,2,2,4,2,0,0
1040,,,,,,,,,,,3,3,4,4,2,3,3,3,2,3,3,3,3,2,2,2,3,2,3,2,2,2,2,3,2,0,0
1041,,,,,,,,,,,4,4,4,4,2,4,4,4,2,4,3,4,4,3,2,4,4,4,2,2,4,4,4,3,2,0,0
1042,,,,,,,,,,,3,4,3,3,1,2,3,2,2,2,2,2,3,3,3,3,2,2,2,4,3,3,1,4,1,0,1
1043,,,,,,,,,,,4,3,3,4,1,2,3,2,1,3,2,2,1,1,2,2,3,2,2,3,3,3,3,3,3,0,1
1044,,,,,,,,,,,4,3,4,4,1,3,4,3,6,3,2,2,1,1,2,2,3,4,4,4,3,1,3,2,1,0,0
1045,,,,,,,,,,,3,3,4,4,1,3,1,1,8,3,1,3,1,2,2,1,3,1,3,1,2,2,1,3,2,0,0
1046,,,,,,,,,,,4,3,4,4,1,3,4,4,6,3,2,2,3,2,2,3,3,2,3,2,3,3,3,3,2,0,1
1047,,,,,,,,,,,4,4,4,4,1,4,4,3,6,4,3,3,3,2,2,3,4,4,2,1,3,2,3,3,3,0,0
1048,,,,,,,,,,,4,4,4,4,1,4,4,4,5,4,3,4,4,1,2,4,4,3,2,3,3,2,3,2,4,0,0
1049,,,,,,,,,,,4,2,3,3,1,4,4,4,5,4,2,2,4,3,2,2,4,3,2,3,3,3,3,3,3,0,0
1050,,,,,,,,,,,3,3,3,3,1,3,3,3,5,3,2,3,3,2,2,3,3,3,3,3,3,3,3,2,3,0,0
1051,,,,,,,,,,,3,4,4,4,1,3,4,3,5,3,3,3,4,2,2,3,3,3,3,2,3,3,3,2,3,0,0
1052,,,,,,,,,,,3,4,4,4,1,3,3,4,5,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,4,0,0
1053,,,,,,,,,,,3,3,3,3,1,3,3,2,5,2,3,3,4,2,2,2,2,2,3,2,2,2,2,3,3,0,0
1054,,,,,,,,,,,4,4,4,3,1,4,4,4,5,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,3,0,1
1055,,,,,,,,,,,4,4,4,4,1,3,3,3,5,3,2,3,3,2,2,3,3,2,2,4,3,2,1,3,3,0,1
1056,,,,,,,,,,,3,4,4,4,1,3,3,2,5,3,3,3,3,3,2,2,3,2,4,2,2,2,3,3,2,0,0
1057,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,2,3,3,2,3,3,3,2,2,2,3,3,3,4,3,0,1
1058,,,,,,,,,,,4,3,3,3,1,4,4,4,5,3,2,3,3,2,2,3,3,4,2,2,3,3,3,3,3,0,1
1059,,,,,,,,,,,3,3,4,3,1,2,2,2,5,2,2,2,2,2,2,3,2,3,2,3,2,3,2,3,3,0,1
1060,,,,,,,,,,,3,3,3,3,1,3,3,2,5,3,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,0,1
1061,,,,,,,,,,,3,4,3,4,1,3,3,2,5,3,2,3,2,2,2,3,3,2,2,3,2,2,3,4,3,0,1
1062,,,,,,,,,,,4,4,4,3,1,3,3,3,5,4,3,4,3,2,2,3,4,3,2,2,3,3,3,3,3,0,0
1063,,,,,,,,,,,4,4,3,2,1,4,3,4,5,3,3,3,4,2,2,3,3,3,2,3,3,3,3,2,3,0,0
1064,,,,,,,,,,,4,4,3,2,1,4,3,4,5,3,2,3,4,2,2,3,3,3,2,2,3,3,3,2,3,0,0
1065,,,,,,,,,,,4,4,4,3,1,3,4,3,5,3,3,4,2,3,2,3,3,3,3,2,3,3,3,4,3,0,0
1066,,,,,,,,,,,4,4,4,4,1,4,4,4,5,4,4,4,4,3,2,4,4,4,4,3,4,4,4,3,4,0,1
1067,,,,,,,,,,,4,3,3,3,1,3,3,3,5,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,0,1
1068,,,,,,,,,,,4,4,3,3,1,2,2,2,5,4,3,4,3,3,2,4,4,4,4,3,4,4,4,4,3,0,0
1069,,,,,,,,,,,4,4,4,4,1,4,4,4,5,4,1,4,4,3,2,4,4,3,1,2,4,2,1,4,2,0,0
1070,,,,,,,,,,,4,3,3,3,1,2,2,2,5,3,2,2,3,2,2,2,3,3,2,3,2,2,3,4,4,0,1
1071,,,,,,,,,,,4,3,4,3,1,4,3,3,5,3,4,4,3,2,2,3,3,3,3,2,3,2,3,4,3,0,0
1072,,,,,,,,,,,3,3,4,4,1,4,4,4,5,3,3,3,4,2,2,4,3,3,2,2,3,1,2,3,2,0,1
1073,,,,,,,,,,,4,4,4,4,1,3,3,3,5,3,4,4,4,1,2,4,3,2,2,2,3,2,3,4,4,0,1
1074,,,,,,,,,,,4,3,3,4,1,3,3,3,5,3,3,1,3,3,2,3,3,3,3,4,3,1,1,3,2,0,1
1075,,,,,,,,,,,4,4,4,3,1,3,3,3,5,4,4,4,2,2,2,4,4,3,2,3,3,3,3,3,3,0,1
1076,,,,,,,,,,,4,2,2,3,1,3,3,3,5,3,2,3,2,2,2,4,3,3,2,2,3,3,3,4,2,0,0
1077,,,,,,,,,,,3,3,3,3,1,2,3,2,5,3,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3,0,0
1078,,,,,,,,,,,3,3,3,3,1,2,3,2,5,3,2,2,3,2,2,3,3,3,2,3,3,3,3,3,3,0,0
1079,,,,,,,,,,,4,4,4,4,1,4,4,4,5,4,2,4,4,4,2,4,4,4,2,1,3,3,3,4,4,0,1
1080,,,,,,,,,,,4,4,4,4,1,3,3,3,5,3,1,3,4,2,2,3,3,3,3,1,3,2,2,4,2,0,1
1081,,,,,,,,,,,4,4,4,4,1,3,3,2,5,3,3,4,4,3,2,3,3,2,2,2,3,3,3,3,3,0,0
1082,,,,,,,,,,,4,3,4,4,1,3,3,3,5,3,3,3,3,3,2,4,3,3,3,1,3,2,3,4,3,0,0
1083,,,,,,,,,,,4,3,4,3,1,3,3,2,5,3,3,3,4,2,2,2,3,3,3,1,2,3,3,4,3,0,0
1084,,,,,,,,,,,3,3,4,4,1,4,4,3,5,3,1,3,3,3,2,3,3,2,2,1,3,1,3,3,3,0,0
1085,,,,,,,,,,,3,3,3,4,1,4,4,4,5,4,4,4,2,4,2,3,4,3,3,3,3,2,3,3,4,0,0
1086,,,,,,,,,,,4,3,3,4,1,2,2,2,5,2,2,3,3,3,2,2,2,2,3,2,2,3,3,4,4,0,1
1087,,,,,,,,,,,4,3,3,3,1,3,3,3,5,3,2,3,3,1,2,3,3,3,2,2,3,3,3,2,3,0,0
1088,,,,,,,,,,,1,3,3,3,1,3,3,2,5,3,2,3,2,3,2,3,3,3,3,2,3,3,3,2,3,0,0
1089,,,,,,,,,,,3,4,4,4,1,3,3,2,5,3,2,3,4,2,2,2,3,3,3,2,2,1,2,3,3,0,1
1090,,,,,,,,,,,3,4,4,4,1,4,4,1,5,2,2,2,2,1,2,4,2,2,2,1,1,3,1,4,1,0,0
1091,,,,,,,,,,,3,2,4,4,1,2,2,2,5,2,2,3,3,2,2,2,2,2,3,4,2,1,1,4,4,0,1
1092,,,,,,,,,,,4,3,3,3,1,3,3,3,5,3,2,3,4,3,2,3,3,3,2,2,3,3,3,3,3,0,0
1093,,,,,,,,,,,4,3,2,3,1,4,2,2,5,4,2,3,4,2,2,3,4,4,2,1,3,2,3,1,1,0,0
1094,,,,,,,,,,,3,1,4,2,1,4,1,2,5,3,3,1,3,3,2,3,3,3,2,1,2,3,2,4,3,0,0
1095,,,,,,,,,,,3,4,4,4,1,2,2,2,5,1,2,3,3,4,2,3,1,2,2,1,3,2,3,4,3,0,1
1096,,,,,,,,,,,4,4,4,4,1,3,4,4,5,4,4,4,3,3,2,4,4,2,2,3,2,2,3,4,2,0,0
1097,,,,,,,,,,,4,4,4,4,1,3,2,2,5,2,2,2,3,2,2,2,2,3,4,3,3,3,3,2,3,0,1
1098,,,,,,,,,,,4,4,4,4,1,3,4,3,5,4,3,3,3,2,2,3,4,3,3,2,3,3,3,3,4,0,0
1099,,,,,,,,,,,3,2,4,4,1,4,3,1,5,2,3,3,3,3,2,2,2,2,3,1,2,3,3,4,3,0,0
1100,,,,,,,,,,,4,4,4,4,1,4,4,4,5,4,3,3,3,3,2,4,4,3,1,1,4,3,3,3,4,0,1
1101,,,,,,,,,,,4,4,4,4,1,3,4,4,5,4,4,4,3,2,2,1,4,2,4,1,2,2,2,4,2,0,0
1102,,,,,,,,,,,3,3,4,4,1,3,3,2,5,3,3,2,1,1,2,2,3,3,3,2,3,3,3,3,3,0,0
1103,,,,,,,,,,,3,2,4,4,1,4,3,3,5,3,4,3,4,3,2,1,3,4,4,1,4,3,1,4,4,0,1
1104,,,,,,,,,,,4,4,4,4,1,4,4,4,5,4,2,2,3,2,2,4,4,3,3,1,4,4,4,4,4,0,0
1105,,,,,,,,,,,4,2,4,3,1,4,4,3,5,4,4,4,4,2,2,4,4,3,1,2,3,3,1,3,1,0,0
1106,,,,,,,,,,,3,3,4,4,1,3,3,3,5,3,2,2,4,2,2,2,3,3,2,1,2,2,3,3,3,0,0
1107,,,,,,,,,,,3,3,3,3,1,3,3,3,5,4,2,3,3,3,2,3,4,3,2,2,3,3,3,3,3,0,0
1108,,,,,,,,,,,3,3,4,4,1,2,3,3,5,3,3,3,2,2,2,3,3,3,2,2,3,3,3,4,3,0,0
1109,,,,,,,,,,,3,2,3,3,1,4,4,4,5,4,2,2,4,4,2,4,4,4,1,2,3,3,3,3,3,0,1
1110,,,,,,,,,,,4,4,4,4,1,3,3,3,5,4,3,3,3,3,2,4,4,3,2,2,3,3,3,3,4,0,1
1111,,,,,,,,,,,3,2,3,3,1,3,3,2,5,2,3,3,2,2,2,2,2,3,3,2,2,1,1,2,3,0,1
1112,,,,,,,,,,,4,4,3,3,1,3,4,3,5,3,3,3,4,2,2,3,3,2,4,4,2,2,3,4,3,0,0
1113,,,,,,,,,,,3,3,4,4,1,3,4,4,5,4,2,3,4,3,2,3,4,2,3,3,3,2,2,3,3,0,1
1114,,,,,,,,,,,4,4,4,4,1,3,4,4,5,3,2,3,4,4,2,3,3,2,3,2,3,3,3,3,2,0,0
1115,,,,,,,,,,,4,3,3,3,1,2,3,2,5,3,2,2,1,2,2,3,3,2,3,2,2,2,2,4,2,0,0
1116,,,,,,,,,,,3,3,3,4,1,3,2,2,5,3,2,3,2,2,2,2,3,2,2,3,3,2,2,4,2,0,0
1117,,,,,,,,,,,3,3,4,3,1,3,3,1,5,2,3,3,2,2,2,3,2,2,3,3,2,2,2,3,2,0,0
1118,,,,,,,,,,,4,1,2,1,1,4,3,3,5,3,3,3,4,4,2,3,3,3,3,3,1,2,3,3,3,0,1
1119,,,,,,,,,,,3,4,4,4,1,3,3,3,5,3,3,3,4,3,2,3,3,4,4,2,3,3,4,3,4,0,0
1120,,,,,,,,,,,4,2,4,4,1,4,4,4,5,4,2,2,4,3,2,4,4,3,4,2,4,4,4,3,4,0,0
1121,,,,,,,,,,,3,3,4,3,1,3,4,4,5,3,2,3,3,3,2,3,3,3,3,4,3,3,3,4,3,0,1
1122,,,,,,,,,,,4,3,4,4,1,4,4,4,5,4,3,3,3,3,2,3,4,4,4,2,3,3,3,3,4,0,1
1123,,,,,,,,,,,4,4,4,4,1,4,4,4,5,4,1,4,4,2,2,3,4,2,2,1,3,2,3,3,4,0,0
1124,,,,,,,,,,,4,2,4,4,1,3,3,3,5,3,3,3,2,2,2,3,3,2,2,1,3,3,3,3,3,0,0
1125,,,,,,,,,,,4,4,4,4,1,3,2,1,5,4,3,4,2,4,2,4,4,3,2,3,3,3,3,4,2,0,1
1126,,,,,,,,,,,4,4,4,4,1,4,4,4,5,3,2,3,2,2,2,3,3,3,2,1,4,3,4,1,2,0,0
1127,,,,,,,,,,,4,2,4,4,1,4,4,3,5,3,2,3,3,1,2,3,3,3,2,1,3,2,3,1,2,0,0
1128,,,,,,,,,,,4,4,4,3,1,3,3,3,5,3,2,3,3,2,2,4,3,3,2,1,3,1,3,3,4,0,1
1129,,,,,,,,,,,4,2,4,3,1,2,2,2,5,2,2,2,1,2,2,1,2,3,2,2,2,2,2,4,4,0,1
1130,,,,,,,,,,,4,3,4,3,1,2,3,2,5,3,3,3,3,4,2,3,3,2,2,4,3,2,3,3,4,0,1
1131,,,,,,,,,,,4,4,4,4,1,4,4,4,5,4,2,4,4,1,2,4,4,4,4,1,4,3,3,1,4,0,1
1132,,,,,,,,,,,3,3,3,3,2,2,2,2,2,2,2,4,4,3,3,3,2,2,2,4,3,3,3,3,2,0,0
1133,,,,,,,,,,,3,3,3,3,1,3,3,3,5,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,0,1
1134,,,,,,,,,,,2,3,3,3,2,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,2,0,1
1135,,,,,,,,,,,4,3,3,2,1,3,2,2,5,2,4,2,2,1,2,2,2,3,4,2,2,2,2,4,2,0,0
1136,,,,,,,,,,,4,4,4,4,1,4,4,3,5,3,3,3,4,3,2,3,3,3,2,2,4,4,4,2,4,0,0
1137,,,,,,,,,,,4,4,4,4,2,3,2,2,2,3,3,3,3,3,3,3,3,2,2,4,3,3,3,4,4,0,1
1138,,,,,,,,,,,3,3,3,3,1,3,3,3,5,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,3,0,0
1139,,,,,,,,,,,3,3,4,4,1,4,4,4,2,3,3,3,3,3,3,3,3,2,2,2,3,2,1,3,1,0,0
1140,,,,,,,,,,,4,3,3,3,1,2,3,2,5,3,3,3,4,3,2,3,3,2,2,3,2,2,3,4,3,0,0
1141,,,,,,,,,,,3,3,3,3,1,3,3,3,5,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,0,1
1142,,,,,,,,,,,4,4,4,4,1,3,3,3,5,3,2,3,3,1,2,3,3,3,1,1,3,3,3,2,3,0,0
1143,,,,,,,,,,,4,4,4,4,1,4,4,4,5,4,3,3,3,2,2,4,4,3,2,1,3,3,3,3,2,0,0
1144,,,,,,,,,,,4,4,4,4,1,3,2,2,5,3,3,3,2,2,2,2,3,3,4,3,3,3,2,3,2,0,1
1145,,,,,,,,,,,2,3,4,4,1,4,4,4,5,3,3,3,2,3,2,3,3,3,3,2,3,2,2,3,2,0,0
1146,,,,,,,,,,,3,3,4,4,1,3,3,3,2,3,3,4,4,4,3,3,3,3,3,3,3,3,2,4,4,0,0
1147,,,,,,,,,,,4,4,4,4,1,3,4,3,5,4,3,3,4,2,2,3,4,3,2,3,4,2,4,3,2,0,0
1148,,,,,,,,,,,4,3,3,3,1,2,3,2,5,2,2,3,3,3,2,3,2,2,1,3,2,3,3,3,3,0,1
1149,,,,,,,,,,,4,3,3,3,1,3,4,4,5,4,2,3,2,2,2,2,4,4,3,2,3,2,3,2,3,0,0
1150,,,,,,,,,,,3,2,3,2,1,2,3,2,5,3,2,2,1,2,2,3,3,3,2,1,3,3,3,3,3,0,0
1151,,,,,,,,,,,4,3,4,4,1,3,3,3,5,4,3,3,4,3,2,3,4,3,2,2,3,3,4,2,3,0,0
1152,,,,,,,,,,,4,4,4,4,1,3,3,2,5,3,3,3,3,3,2,2,3,1,4,2,2,2,2,4,4,0,0
1153,,,,,,,,,,,4,4,4,4,1,4,3,3,5,3,4,4,4,4,2,4,3,1,1,4,1,2,4,4,4,0,1
1154,,,,,,,,,,,4,4,3,3,1,4,4,2,5,3,3,3,3,3,2,3,3,2,2,2,3,3,3,4,2,0,0
1155,,,,,,,,,,,3,4,4,3,1,2,3,3,5,3,4,4,4,2,2,3,3,2,2,2,3,3,3,4,4,0,0
1156,,,,,,,,,,,4,3,3,4,1,3,3,3,5,3,2,3,3,2,2,3,3,2,3,2,2,3,3,3,4,0,1
1157,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,2,3,3,3,3,3,3,3,2,2,3,3,3,4,3,0,0
1158,,,,,,,,,,,3,3,4,4,1,1,3,3,2,3,2,2,3,3,3,3,3,3,2,2,3,3,3,4,2,0,1
1159,,,,,,,,,,,4,4,4,4,1,4,4,4,5,3,3,3,4,1,2,3,3,2,3,4,2,1,2,3,4,0,0
1160,,,,,,,,,,,4,4,4,4,1,3,3,1,5,4,2,4,4,1,2,3,4,3,3,1,3,2,2,3,3,0,0
1161,,,,,,,,,,,3,4,3,3,2,3,1,1,5,1,2,3,2,2,2,1,1,1,2,2,2,1,1,3,2,0,1
1162,,,,,,,,,,,4,4,4,4,2,3,3,2,5,3,4,4,3,2,2,3,3,3,3,2,3,2,3,3,3,0,0
1163,,,,,,,,,,,4,3,4,4,2,3,4,4,5,4,2,4,4,2,2,4,4,3,4,1,2,3,2,4,1,0,1
1164,,,,,,,,,,,3,3,3,3,2,3,3,2,5,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,0,0
1165,,,,,,,,,,,2,4,3,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,2,3,3,1,1,3,3,0,1
1166,,,,,,,,,,,3,3,4,4,2,4,4,3,5,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,0,1
1167,,,,,,,,,,,3,2,4,4,2,2,3,2,5,3,2,3,2,3,2,2,3,3,2,2,2,3,3,4,3,0,0
1168,,,,,,,,,,,3,4,4,4,2,3,3,2,5,4,3,3,4,2,2,3,4,2,2,3,3,2,4,4,2,0,1
1169,,,,,,,,,,,3,3,3,3,5,3,3,2,5,3,3,3,3,2,2,3,3,2,3,2,3,1,3,4,3,0,0
1170,,,,,,,,,,,4,4,4,2,1,3,3,2,-1,4,2,3,3,2,2,4,4,4,2,4,3,3,3,2,3,0,0
1171,,,,,,,,,,,3,3,3,3,1,3,4,4,2,4,2,2,3,2,3,3,4,3,1,4,3,2,3,4,4,0,0
1172,,,,,,,,,,,4,4,4,4,1,4,1,1,-1,3,2,2,4,2,2,4,3,4,2,1,3,3,3,1,4,0,1
1173,,,,,,,,,,,3,3,3,4,1,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,0,0
1174,,,,,,,,,,,4,2,3,3,2,3,3,3,2,3,3,3,2,1,2,2,3,2,2,2,2,2,2,4,1,0,0
1175,,,,,,,,,,,2,3,4,4,2,3,2,2,2,1,3,3,2,4,2,2,2,2,3,4,1,2,2,3,3,0,0
1176,,,,,,,,,,,4,3,3,3,1,3,3,2,1,2,2,2,4,2,3,3,3,2,2,2,2,2,2,4,2,0,0
1177,,,,,,,,,,,4,4,4,4,1,3,3,2,6,2,4,2,3,2,3,2,3,3,3,3,3,2,1,4,3,0,1
1178,,,,,,,,,,,3,4,4,4,2,2,2,2,2,2,2,3,1,2,3,3,2,1,2,4,3,3,3,4,3,0,1
1179,,,,,,,,,,,3,3,3,4,1,3,3,2,4,3,4,4,1,3,3,2,3,2,3,4,1,2,3,4,4,0,1
1180,,,,,,,,,,,4,3,3,3,1,3,3,3,6,2,3,3,3,3,3,2,2,2,3,1,2,2,2,4,3,0,1
1181,,,,,,,,,,,4,4,4,4,1,3,3,3,8,3,2,3,3,2,3,3,3,2,2,2,3,2,3,3,3,0,1
1182,,,,,,,,,,,4,4,4,4,1,4,4,4,6,4,2,4,4,2,3,4,4,4,1,2,4,3,3,4,2,0,0
1183,,,,,,,,,,,3,3,3,3,1,3,2,3,-1,2,2,2,3,3,3,3,2,2,3,3,2,2,3,4,3,0,1
1184,,,,,,,,,,,4,2,4,4,1,3,3,2,6,3,2,2,4,4,3,3,3,3,3,3,3,2,2,4,3,0,1
1185,,,,,,,,,,,3,3,4,4,1,2,4,3,2,4,1,1,3,1,3,3,4,3,2,3,3,2,3,4,3,0,0
1186,,,,,,,,,,,3,4,4,3,1,3,3,3,2,3,3,3,3,2,3,3,3,3,2,1,4,3,4,1,4,0,1
1187,,,,,,,,,,,3,3,3,4,3,2,3,3,3,2,2,2,2,3,3,3,2,2,2,3,2,1,3,3,2,0,1
1188,,,,,,,,,,,4,4,4,4,1,3,3,3,3,3,3,3,1,3,3,3,3,2,2,4,3,2,3,4,2,0,1
1189,,,,,,,,,,,3,3,3,3,1,3,3,2,3,3,3,3,4,3,3,3,3,2,3,4,2,1,3,3,3,0,1
1190,,,,,,,,,,,3,4,4,4,1,4,4,4,6,4,3,3,2,3,3,3,4,3,4,2,3,4,3,3,3,0,0
1191,,,,,,,,,,,3,3,3,4,1,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,3,3,3,2,0,0
1192,,,,,,,,,,,4,3,3,3,1,3,3,3,3,3,2,3,2,3,3,3,3,2,4,2,3,3,2,3,3,0,0
1193,,,,,,,,,,,3,4,4,4,1,2,3,2,3,3,2,3,3,2,3,3,3,1,2,4,3,3,3,4,3,0,0
1194,,,,,,,,,,,4,3,4,3,1,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
1195,,,,,,,,,,,2,4,4,4,1,3,3,3,3,3,2,2,2,2,3,3,3,3,3,2,3,3,4,1,3,0,1
1196,,,,,,,,,,,4,4,4,4,1,3,3,2,3,3,2,3,3,3,3,3,3,3,2,4,2,3,3,3,3,0,0
1197,,,,,,,,,,,3,3,4,4,1,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,4,0,0
1198,,,,,,,,,,,4,4,4,4,1,4,4,4,3,4,1,4,4,4,3,4,4,4,4,4,4,4,4,3,4,0,0
1199,,,,,,,,,,,2,3,4,4,1,3,4,3,3,3,4,4,3,2,3,3,3,2,2,3,3,2,3,4,2,0,0
1200,,,,,,,,,,,3,4,4,3,1,3,3,2,3,2,3,3,2,2,3,2,2,2,3,2,2,2,2,3,2,0,0
1201,,,,,,,,,,,4,4,4,3,1,3,3,3,3,4,1,3,4,2,3,3,4,3,2,1,2,2,3,2,3,0,0
1202,,,,,,,,,,,4,4,4,3,1,3,3,2,5,3,3,3,3,2,3,3,3,2,2,2,3,3,3,3,2,0,0
1203,,,,,,,,,,,4,4,4,4,1,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,0,0
1204,,,,,,,,,,,3,3,3,3,1,4,4,4,3,4,4,4,4,3,3,4,4,4,2,3,4,3,4,2,3,0,0
1205,,,,,,,,,,,3,3,3,3,1,3,3,3,3,4,2,3,4,3,3,3,4,2,3,1,3,3,3,4,1,0,0
1206,,,,,,,,,,,4,4,4,4,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,0,1
1207,,,,,,,,,,,4,3,4,3,1,3,3,3,3,3,1,3,4,1,3,2,3,2,2,3,3,2,2,4,2,0,1
1208,,,,,,,,,,,3,2,3,3,1,3,4,3,3,4,4,3,3,1,3,3,4,1,2,1,3,2,4,3,1,0,1
1209,,,,,,,,,,,4,3,3,3,1,2,2,2,3,1,3,3,3,3,3,3,1,1,1,3,1,2,3,3,3,0,1
1210,,,,,,,,,,,3,4,4,4,1,3,4,4,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,4,0,0
1211,,,,,,,,,,,3,4,4,4,1,3,2,2,3,2,4,3,4,3,3,2,2,3,3,4,2,3,3,4,3,0,1
1212,,,,,,,,,,,4,3,3,3,1,2,3,4,5,4,3,3,3,3,3,3,4,2,3,1,3,3,1,3,2,0,1
1213,,,,,,,,,,,4,3,4,4,1,3,3,2,3,3,2,2,3,2,3,2,3,2,4,2,3,2,2,3,2,0,0
1214,,,,,,,,,,,3,3,3,2,1,3,3,3,3,4,3,3,3,2,3,3,4,3,2,2,2,3,3,3,4,0,0
1215,,,,,,,,,,,3,3,4,4,1,3,3,3,3,3,3,2,3,4,3,2,3,2,3,1,2,2,2,2,1,0,0
1216,,,,,,,,,,,3,4,2,2,1,3,3,3,3,4,2,3,3,2,3,3,4,3,3,2,3,3,3,3,4,0,0
1217,,,,,,,,,,,3,3,3,3,1,3,3,3,3,3,2,2,3,2,3,3,3,2,2,2,2,2,2,3,2,0,1
1218,,,,,,,,,,,3,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,0,0
1219,,,,,,,,,,,4,4,4,3,1,2,3,2,3,3,2,3,3,3,3,2,3,2,4,4,3,2,2,4,2,0,1
1220,,,,,,,,,,,4,4,4,4,1,3,4,4,3,3,4,4,3,3,3,3,3,3,3,1,3,3,3,3,4,0,0
1221,,,,,,,,,,,4,4,4,4,1,4,4,4,3,4,4,4,3,2,3,2,4,2,4,1,2,1,3,3,2,0,0
1222,,,,,,,,,,,3,3,3,4,1,2,4,3,3,3,4,1,4,2,3,3,3,2,4,4,3,1,2,4,3,0,1
1223,,,,,,,,,,,3,4,4,3,1,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,4,3,3,3,3,0,0
1224,,,,,,,,,,,4,4,4,4,1,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,2,4,4,4,4,0,0
1225,,,,,,,,,,,3,4,4,4,1,2,3,3,3,3,1,4,4,2,3,3,3,3,2,3,3,3,3,3,2,0,0
1226,,,,,,,,,,,4,4,4,3,1,2,4,3,3,2,3,3,2,2,3,2,2,2,3,2,3,2,2,3,3,0,1
1227,,,,,,,,,,,4,2,4,4,1,2,2,3,3,3,2,3,2,4,3,2,3,2,2,4,2,3,3,3,2,0,1
1228,,,,,,,,,,,4,3,3,3,1,4,3,3,3,3,2,3,4,2,3,3,3,3,3,3,3,1,3,4,3,0,1
1229,,,,,,,,,,,3,3,3,3,1,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,0,0
1230,,,,,,,,,,,3,4,4,4,1,4,4,4,3,4,1,2,2,3,3,3,4,2,4,4,2,1,1,4,2,0,0
1231,,,,,,,,,,,3,2,3,3,1,3,3,3,1,3,2,2,2,3,2,2,3,3,2,2,2,2,1,4,2,0,1
1232,,,,,,,,,,,4,3,3,3,1,4,4,4,3,4,3,3,3,3,3,2,4,3,2,1,3,2,2,3,3,0,0
1233,,,,,,,,,,,4,4,4,4,1,3,3,3,3,3,2,3,4,3,3,3,3,3,3,2,3,2,3,3,4,0,0
1234,,,,,,,,,,,4,4,4,4,1,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,0,0
1235,,,,,,,,,,,3,3,3,3,1,3,2,2,3,2,3,3,2,2,3,2,2,2,3,4,3,2,3,4,1,0,1
